,bathrooms,bedrooms,interest_level,Elevator,Cats Allowed,Hardwood Floors,Dogs Allowed,Doorman,Dishwasher,No Fee,Laundry in Building,Fitness Center,Pre-War,Laundry in Unit,Roof Deck,Outdoor Space,Dining Room,High Speed Internet,Balcony,Swimming Pool,Laundry In Building,New Construction,Terrace,price
32147,2.0,3,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500
32151,1.0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2895
32163,1.0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2350
32164,1.0,1,2,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1600
32166,1.0,2,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3290
32167,1.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5460
32171,1.0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4695
32173,1.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100
32177,2.0,2,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,7270
32185,3.0,4,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,11125
32186,1.0,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6195
32187,1.0,3,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,3900
32193,1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5900
32196,1.0,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3250
32197,2.0,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6000
32199,1.5,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,4500
32200,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300
32201,1.0,2,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,3890
32203,1.0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3000
32205,2.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300
32207,1.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2725
32210,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500
32212,2.0,2,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4200
32218,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750
32221,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2450
32222,1.0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,2500
32224,1.0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4100
32225,1.0,4,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,6995
32226,1.0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3764
32230,2.0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,5090
32231,2.0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,4350
32233,1.0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2900
32236,1.0,2,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1650
32238,3.0,3,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,29000
32239,1.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2700
32240,2.0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5000
32241,3.0,3,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10250
32243,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2350
32248,2.0,4,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,5400
32250,2.0,3,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3700
32251,1.0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3699
32255,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150
32256,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3050
32260,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2895
32261,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550
32263,1.0,3,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,4700
32265,1.0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2595
32266,1.0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500
32270,1.0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2400
32271,1.0,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3900
32274,1.0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1850
32277,1.0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3176
32280,1.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2275
32282,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200
32284,1.0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2575
32285,1.0,3,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3550
32286,1.0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,5700
32289,1.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2500
32291,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150
32292,1.0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,2150
32295,1.0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4100
32296,1.0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2800
32297,2.0,3,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6550
32300,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2500
32301,1.5,3,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4750
32303,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3450
32306,1.0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
32307,1.0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3835
32309,1.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4200
32313,1.0,2,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3520
32314,1.0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4130
32315,1.0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3495
32316,1.0,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000
32317,2.0,4,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5950
32321,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2895
32322,5.0,4,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,24000
32323,2.0,3,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,4900
32325,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2625
32326,1.0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2550
32330,1.0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2195
32332,1.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650
32335,1.0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1595
32337,2.0,3,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6065
32338,1.0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1795
32342,1.0,2,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3195
32344,1.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3800
32346,1.0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2050
32350,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100
32352,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3295
32358,1.0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2995
32360,2.0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,5000
32363,1.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2390
32364,2.0,2,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,6000
32366,2.0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4590
32367,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2350
32368,1.0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2995
32369,1.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600
32373,1.0,2,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3095
32379,1.0,1,2,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,2600
32381,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5675
32391,1.0,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4000
32399,1.0,2,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,3000
32401,1.0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,2900
32402,1.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1875
32405,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2395
32406,1.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600
32408,1.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3495
32412,1.0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3195
32415,1.5,2,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2325
32418,1.0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2770
32421,1.0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4275
32422,1.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3250
32423,1.0,2,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3690
32424,1.0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2750
32426,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
32428,2.0,2,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5300
32429,1.0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200
32436,1.0,2,2,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,3500
32438,1.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2179
32440,1.0,1,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2325
32444,1.0,3,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4595
32448,1.0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2325
32451,1.0,2,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3500
32455,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2900
32456,1.0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900
32457,3.0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6395
32459,1.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2300
32462,1.0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3850
32465,1.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2850
32467,1.0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3175
32469,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3240
32472,1.5,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4495
32473,1.0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,3553
32476,1.0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3125
32478,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2350
32482,1.0,3,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2500
32484,1.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2825
32485,1.0,2,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3399
32486,2.0,3,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,8000
32489,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
32490,1.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2400
32493,1.0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3700
32497,2.0,2,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,2750
32498,1.0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2995
32505,1.0,3,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,3995
32506,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,2980
32509,1.0,2,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,3100
32512,2.0,2,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,4639
32517,1.0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1800
32518,1.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4250
32522,1.0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,2800
32525,2.0,4,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,5000
32528,2.0,4,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5816
32529,1.0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3595
32530,2.0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3400
32534,1.0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,3250
32540,1.5,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3068
32542,1.0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2895
32545,1.0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2500
32547,1.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2900
32552,1.0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2825
32554,2.0,2,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,6500
32560,1.0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2720
32563,1.0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3750
32564,1.0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1558
32565,1.0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2701
32568,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3950
32571,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400
32577,1.0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2400
32579,1.0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3570
32585,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1785
32587,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2295
32588,1.0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,3121
32589,1.0,1,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1850
32590,1.0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,4025
32591,2.0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4050
32593,1.0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3190
32594,1.0,3,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3725
32595,1.0,2,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4195
32596,1.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2450
32597,1.0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1525
32601,1.0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2875
32605,1.0,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2600
32606,1.0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,3175
32608,1.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2850
32610,1.0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3800
32611,1.0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4490000
32615,1.0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3803
32620,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700
32622,1.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2595
32625,1.0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3175
32627,1.0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,3600
32631,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1700
32633,1.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2200
32637,1.0,3,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4100
32642,1.0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2700
32644,2.0,3,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,6000
32645,1.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2350
32647,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3050
32648,2.0,3,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,4332
32653,1.0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500
32654,1.0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1750
32655,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4650
32656,2.0,2,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4200
32658,1.0,2,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,4080
32659,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3700
32661,3.0,3,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,9987
32667,1.0,2,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2720
32668,2.0,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5550
32669,1.0,2,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4500
32670,1.0,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2200
32672,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2695
32674,2.0,2,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7195
32675,1.0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3100
32680,1.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4160
32686,1.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3350
32688,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2195
32691,1.0,3,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2775
32693,1.0,2,2,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4000
32694,1.0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
32695,1.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2099
32696,1.0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2895
32697,1.0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,2300
32699,2.0,2,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2375
32701,1.0,2,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2600
32704,1.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2125
32705,3.0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,3134
32707,1.0,2,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3550
32709,2.0,4,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,7800
32710,1.0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3395
32712,1.0,3,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2500
32716,1.5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2800
32719,1.0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000
32720,1.0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4594
32721,1.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4325
32725,2.0,3,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,5000
32726,1.0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3500
32727,1.5,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4650
32730,1.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500
32732,1.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900
32737,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200
32739,1.0,2,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,3370
32743,1.0,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4795
32744,1.0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2200
32748,1.0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2482
32749,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4450
32751,2.5,3,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,11000
32752,1.5,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6350
32754,1.0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2900
32757,2.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2950
32758,2.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5066
32759,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2495
32766,2.0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5475
32770,1.0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,3595
32772,1.0,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1800
32776,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2550
